dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1855-04-01,8.58,1.034,13.709,1.024,1.141,1.06,15.187,0.328
1855-05-01,11.186,0.799,16.77,0.651,4.286,0.866,15.822,0.267
1855-06-01,12.984,0.79,17.642,1.197,6.476,1.231,16.445,0.264
1855-07-01,13.926,0.635,18.467,0.784,7.691,0.703,16.675,0.225
1855-08-01,13.547,0.601,19.012,0.957,6.931,1.345,16.685,0.214
1855-09-01,11.141,0.638,17.078,0.741,5.499,1.531,15.829,0.226
1855-10-01,8.444,0.778,14.26,2.029,2.317,2.929,15.075,0.264
1855-11-01,5.186,0.69,11.117,1.118,-0.517,2.963,14.118,0.246
1855-12-01,2.214,0.996,7.879,1.604,-3.453,1.856,13.215,0.322
1856-01-01,2.76,0.752,7.298,2.331,-3.727,2.795,13.368,0.261
1856-02-01,2.226,0.953,8.294,2.111,-3.679,3.428,13.311,0.306
1856-03-01,4.372,0.735,10.327,2.441,-2.241,2.56,13.957,0.252
1856-04-01,7.751,0.57,14.387,1.399,1.242,1.025,14.945,0.217
1856-05-01,10.53,0.915,16.704,2.209,3.945,0.881,15.813,0.296
1856-06-01,13.496,0.778,18.326,1.243,6.879,1.083,16.492,0.264
1856-07-01,14.019,0.422,18.349,1.471,7.035,0.678,16.675,0.185
1856-08-01,13.021,0.866,18.386,1.284,6.767,1.754,16.39,0.285
1856-09-01,10.948,0.884,17.21,1.294,4.864,1.222,15.641,0.289
1856-10-01,8.087,0.759,14.128,1.917,1.979,2.153,14.783,0.256
1856-11-01,5.36,0.577,10.349,1.477,-1.433,1.484,13.856,0.211
1856-12-01,3.381,0.918,7.885,2.402,-3.33,2.279,13.321,0.3
1857-01-01,1.821,0.924,6.642,4.164,-5.407,3.498,12.972,0.3
1857-02-01,2.481,0.885,9.602,2.59,-1.92,1.912,13.385,0.29
1857-03-01,4.312,0.844,10.2,2.047,-1.071,2.391,13.916,0.278
1857-04-01,6.827,0.543,13.107,1.864,0.88,1.106,14.481,0.212
1857-05-01,9.885,0.681,15.6,1.975,3.639,0.739,15.279,0.241
1857-06-01,12.611,0.798,17.372,2.106,5.849,0.736,16.175,0.267
1857-07-01,13.953,0.792,18.717,1.48,7.438,1.352,16.478,0.266
1857-08-01,13.203,0.795,18.194,1.164,6.998,0.927,16.459,0.266
1857-09-01,11.056,0.672,17.223,1.133,5.146,1.467,15.84,0.241
1857-10-01,8.198,0.726,14.558,2.017,2.881,1.583,14.918,0.255
1857-11-01,5.236,0.636,10.527,3.003,-0.605,1.579,13.829,0.241
1857-12-01,3.515,0.717,9.509,2.607,-1.546,1.804,13.367,0.26
1858-01-01,2.739,1.094,9.044,2.067,-2.692,2.052,13.221,0.347
1858-02-01,2.284,0.662,7.829,2.149,-4.148,1.591,13.29,0.236
1858-03-01,4.834,0.757,10.44,1.837,-1.47,1.325,14.044,0.255
1858-04-01,8.25,0.661,13.912,1.741,1.041,1.479,14.967,0.239
1858-05-01,10.851,0.624,16.258,2.225,3.864,1.055,15.541,0.231
1858-06-01,12.956,0.688,18.968,1.622,7.038,0.677,16.172,0.248
1858-07-01,13.677,0.754,18.561,1.694,7.888,0.845,16.51,0.266
1858-08-01,13.22,0.558,18.261,1.862,7.264,0.88,16.489,0.216
1858-09-01,11.148,0.517,17.559,1.227,5.505,1.374,15.833,0.213
1858-10-01,8.81,0.62,15.071,1.825,3.688,0.921,15.114,0.246
1858-11-01,5.99,0.774,9.803,2.061,-0.684,1.289,14.134,0.276
1858-12-01,2.444,0.688,8.49,2.13,-1.965,1.204,13.263,0.249
1859-01-01,2.015,1.007,8.074,1.753,-2.7,1.295,13.058,0.326
1859-02-01,2.611,1,8.968,1.791,-1.858,1.713,13.33,0.327
1859-03-01,5.023,0.916,11.16,1.37,-0.458,1.035,14.104,0.312
1859-04-01,8.542,0.617,14.225,2.009,1.434,0.864,15.197,0.246
1859-05-01,11.456,0.616,17.021,1.236,5.277,1.77,15.868,0.238
1859-06-01,13.142,0.514,18.285,2.284,7.057,1.026,16.4,0.226
1859-07-01,13.827,0.567,19.444,1.968,7.85,0.737,16.494,0.234
1859-08-01,13.217,0.468,19.201,1.673,7.965,0.849,16.45,0.205
1859-09-01,11.08,0.365,16.483,1.839,5.423,0.873,15.589,0.204
1859-10-01,8.834,0.638,14.235,1.945,2.968,0.908,15.062,0.25
1859-11-01,5.912,0.572,10.973,1.519,-0.014,0.996,14.094,0.244
1859-12-01,3.365,0.816,8.255,3.11,-3.422,1.65,13.513,0.287
1860-01-01,2.077,0.86,9.772,2.26,-2.059,1.59,13.17,0.294
1860-02-01,2.632,0.75,8.747,2.348,-3.232,1.188,13.424,0.275
1860-03-01,3.494,0.87,11.821,2.164,-0.714,1.146,13.714,0.302
1860-04-01,7.76,0.46,13.511,1.721,1.805,1.295,14.861,0.209
1860-05-01,11.062,0.744,16.822,1.139,4.792,1.094,15.758,0.276
1860-06-01,13.272,0.548,19.163,1.361,7.213,0.766,16.338,0.24
1860-07-01,14.203,0.471,18.566,2.125,7.45,0.859,16.737,0.221
1860-08-01,13.765,0.503,18.984,1.559,7.069,0.65,16.634,0.234
1860-09-01,11.892,0.535,16.892,2.219,5.536,1.212,16.133,0.242
1860-10-01,8.712,0.466,13.677,1.876,2.906,0.903,15.076,0.223
1860-11-01,5.027,0.555,11.012,1.971,-0.111,1.121,13.922,0.233
1860-12-01,1.634,0.75,8.556,2.475,-2.525,1.188,12.828,0.277
1861-01-01,0.404,0.846,7.743,2.125,-3.256,1.721,12.475,0.299
1861-02-01,2.137,0.755,8.601,1.862,-3.055,1.479,12.917,0.28
1861-03-01,4.489,0.759,9.786,2.204,-2.007,1.402,13.824,0.3
1861-04-01,7.487,0.699,12.772,1.435,1.372,0.999,15.018,0.291
1861-05-01,10.516,0.538,15.401,2.279,3.858,0.887,15.489,0.277
1861-06-01,13.017,0.798,19.299,1.078,7.391,1.322,16.358,0.319
1861-07-01,13.967,0.477,19.37,1.53,7.803,1.286,16.547,0.261
1861-08-01,13.656,0.576,18.907,1.014,7.563,0.867,16.716,0.264
1861-09-01,11.409,0.501,17.769,1.736,5.988,0.936,15.927,0.243
1861-10-01,8.475,0.494,15.644,1.99,3.277,0.849,14.905,0.244
1861-11-01,5.707,0.482,12.044,2.353,0.41,0.995,14.095,0.24
1861-12-01,2.894,0.916,8.945,1.29,-2.191,1.221,13.337,0.324
1862-01-01,0.685,1.105,7.361,2.394,-4.11,1.745,12.658,0.378
1862-02-01,1.769,0.712,7.407,2.796,-4.346,2.057,13.192,0.295
1862-03-01,4.485,0.661,11.112,2,-1.314,1.149,14.044,0.284
1862-04-01,7.323,0.827,13.955,2.977,1.932,1.11,14.825,0.316
1862-05-01,10.739,0.58,17.854,1.311,5.675,1.496,15.708,0.26
1862-06-01,12.86,0.535,18.539,1.843,6.795,1.187,16.349,0.244
1862-07-01,13.928,0.445,20.663,1.998,9.21,1.862,16.593,0.232
1862-08-01,13.188,0.504,19.605,1.258,8.086,1.333,16.306,0.247
1862-09-01,11.028,0.519,18.042,0.961,6.123,1.189,15.788,0.245
1862-10-01,8.283,0.618,15.138,1.961,3.245,1.049,14.902,0.269
1862-11-01,4.792,0.751,11.889,2.008,0.244,1.583,13.784,0.31
1862-12-01,1.623,1.01,9.402,2.597,-1.747,1.572,12.732,0.372
1863-01-01,3.034,1.228,8.462,3.188,-1.766,2.51,13.296,0.417
1863-02-01,3.253,1.099,8.909,1.653,-2.11,1.393,13.634,0.389
1863-03-01,4.682,0.783,10.352,1.234,-0.853,1.362,14.006,0.312
1863-04-01,7.931,0.792,14.257,2.117,1.642,1.231,15.01,0.319
1863-05-01,11.081,0.687,16.999,2.396,5.917,1.777,15.823,0.281
1863-06-01,12.794,0.542,18.202,2.013,7.925,1.462,16.224,0.266
1863-07-01,13.765,0.642,18.095,1.943,8.307,0.89,16.575,0.301
1863-08-01,13.294,0.523,18.408,1.931,7.833,0.927,16.437,0.276
1863-09-01,11.23,0.556,15.91,1.161,5.439,1.391,15.898,0.283
1863-10-01,8.235,0.521,13.944,1.375,3.282,0.791,14.978,0.278
1863-11-01,5.392,0.515,11.351,1.255,0.175,1.319,13.992,0.287
1863-12-01,2.651,1.088,8.55,1.828,-2.586,1.09,13.356,0.387
1864-01-01,1.551,0.876,7.071,1.503,-3.848,1.789,12.879,0.332
1864-02-01,2.506,1.05,8.542,1.51,-2.856,1.565,13.275,0.372
1864-03-01,4.651,0.767,11.747,1.833,-0.725,1.688,13.99,0.307
1864-04-01,7.515,0.622,13.395,1.09,1.665,1.374,14.83,0.291
1864-05-01,10.956,0.531,16.908,0.935,4.849,0.839,15.851,0.282
1864-06-01,13.365,0.73,18.457,1.541,7.909,0.761,16.49,0.285
1864-07-01,14.162,0.57,18.831,1.333,7.413,0.846,16.715,0.256
1864-08-01,13.434,0.566,18.909,0.874,7.546,0.798,16.494,0.25
1864-09-01,11.37,0.546,17.063,1.188,5.721,0.939,15.85,0.271
1864-10-01,8.795,0.484,15.047,1.651,3.246,1.606,14.972,0.251
1864-11-01,5.232,0.699,12.502,1.611,0.665,2.153,14.141,0.281
1864-12-01,2.266,0.676,8.555,1.04,-2.663,1.547,13.271,0.276
1865-01-01,2.975,0.956,8.841,1.331,-3.212,1.962,13.503,0.348
1865-02-01,2.152,0.832,8.911,1.17,-3.117,1.606,13.506,0.329
1865-03-01,4.039,0.768,11.582,2.153,-0.592,1.918,13.914,0.323
1865-04-01,7.314,0.643,14.276,1.359,1.793,1.22,14.861,0.3
1865-05-01,10.917,0.488,16.968,1.314,4.874,0.81,15.756,0.27
1865-06-01,13.214,0.586,19.022,1.301,7.509,0.612,16.414,0.277
1865-07-01,14.22,0.542,19.108,1.134,8.163,0.983,16.749,0.292
1865-08-01,13.58,0.535,19.111,1.74,7.595,0.698,16.657,0.287
1865-09-01,11.797,0.554,17.841,1.039,5.789,1.303,16.082,0.29
1865-10-01,9.136,0.444,15.281,1.936,3.345,0.908,15.157,0.286
1865-11-01,6.144,0.71,12.418,1.112,0.992,1.384,14.101,0.316
1865-12-01,2.646,0.888,8.218,1.703,-2.517,1.255,13.26,0.333
1866-01-01,2.932,0.861,8.188,1.395,-2.923,1.517,13.467,0.325
1866-02-01,2.274,0.854,9.636,1.18,-2.053,1.262,13.586,0.328
1866-03-01,4.421,0.711,10.824,1.328,-0.881,1.148,13.95,0.309
1866-04-01,7.914,0.531,14.889,1.224,2.084,1.248,14.713,0.267
1866-05-01,10.898,0.566,16.817,0.845,4.582,0.823,15.63,0.279
1866-06-01,12.853,0.432,18.753,1.174,7.077,1.008,16.596,0.258
1866-07-01,14.602,0.44,20.369,0.715,8.183,0.721,17.06,0.259
1866-08-01,13.532,0.629,18.947,1.031,7.088,0.886,16.695,0.288
1866-09-01,11.527,0.496,17.508,1.401,5.807,0.916,15.918,0.272
1866-10-01,8.506,0.512,14.624,0.848,2.994,0.91,15.062,0.28
1866-11-01,5.895,0.526,10.76,1.183,0.182,1.503,14.275,0.269
1866-12-01,4.152,0.714,8.676,1.026,-2.953,1.854,13.732,0.299
1867-01-01,2.482,0.941,8.137,1.332,-3.308,1.385,13.371,0.364
1867-02-01,2.664,0.936,9.183,1.437,-2.172,1.397,13.458,0.348
1867-03-01,4.454,0.65,10.572,2.025,-1.195,2.083,14.073,0.267
1867-04-01,8.258,0.611,13.852,0.829,2.307,1.029,15.1,0.277
1867-05-01,10.495,0.414,16.21,1.162,4.665,0.782,15.56,0.241
1867-06-01,13.303,0.482,19.753,0.825,8.032,0.722,16.366,0.252
1867-07-01,14.223,0.401,20.032,1.031,8.387,0.832,16.672,0.244
1867-08-01,13.506,0.417,19.626,1.069,7.706,0.775,16.454,0.256
1867-09-01,11.763,0.458,17.566,0.92,5.911,0.76,16.147,0.254
1867-10-01,9.212,0.479,15.374,1.052,3.705,0.995,15.318,0.251
1867-11-01,6.939,0.784,11.143,1.102,-0.796,1.388,14.632,0.31
1867-12-01,3.937,1.045,8.313,1.051,-3.678,1.274,13.553,0.365
1868-01-01,1.834,0.795,7.611,1.592,-3.478,1.807,13.012,0.304
1868-02-01,2.039,0.849,8.817,1.823,-3.455,1.603,13.295,0.323
1868-03-01,4.538,0.578,11.411,1.025,-0.63,0.96,14.135,0.256
1868-04-01,8.183,0.493,13.316,1.135,1.138,0.95,15.082,0.241
1868-05-01,11.308,0.494,17.059,1.103,4.861,0.723,15.992,0.241
1868-06-01,13.162,0.375,19.005,0.959,7.203,0.609,16.529,0.231
1868-07-01,14.514,0.431,20.504,1.026,8.702,0.649,17.025,0.226
1868-08-01,13.744,0.552,19.818,0.834,8.121,0.788,16.793,0.251
1868-09-01,11.669,0.418,17.988,0.799,5.726,0.69,16.107,0.217
1868-10-01,9.448,0.428,14.925,0.956,3.086,0.964,15.376,0.218
1868-11-01,5.192,0.504,10.181,1.421,-0.35,1.196,14.174,0.224
1868-12-01,3.344,0.639,8.54,1.541,-2.488,1.598,13.643,0.26
1869-01-01,2.115,1.028,8.206,1.468,-3.173,1.698,13.289,0.35
1869-02-01,3.864,0.82,9.618,1.571,-2.406,1.288,13.951,0.303
1869-03-01,4.374,0.631,11.012,1.665,-1.312,1.412,13.947,0.255
1869-04-01,7.921,0.758,13.787,1.033,1.297,1.263,15.016,0.281
1869-05-01,11.295,0.642,17.279,1.51,4.382,1.151,15.896,0.254
1869-06-01,13.537,0.532,18.871,0.863,7.196,0.628,16.396,0.234
1869-07-01,14.337,0.449,19.825,1.325,7.732,1.205,16.667,0.218
1869-08-01,14.01,0.437,19.663,1.055,7.948,1.062,16.711,0.201
1869-09-01,12.247,0.382,17.561,1.07,5.377,1.167,16.18,0.193
1869-10-01,9.006,0.456,14.063,1.005,1.968,0.777,15.171,0.206
1869-11-01,5.773,0.499,10.418,1.061,-0.509,1.75,14.255,0.216
1869-12-01,2.706,0.514,8.531,1.222,-2.519,1.622,13.307,0.212
1870-01-01,2.082,0.808,8.527,1.372,-3.307,1.225,13.304,0.277
1870-02-01,2.134,0.704,8.544,1.829,-3.527,1.369,13.359,0.253
1870-03-01,4.656,0.568,9.692,1.617,-1.419,1.164,14.139,0.22
1870-04-01,7.879,0.524,14.287,2.127,1.57,1.41,15.052,0.218
1870-05-01,11.339,0.579,18.068,1.118,5.33,0.969,15.826,0.235
1870-06-01,13.653,0.486,19.531,1.581,7.793,0.918,16.511,0.208
1870-07-01,14.599,0.4,20.29,1.625,8.851,0.992,16.86,0.19
1870-08-01,13.484,0.411,19.318,1.107,7.974,0.881,16.617,0.196
1870-09-01,11.952,0.412,17.017,1.332,5.456,1.257,16.073,0.195
1870-10-01,8.81,0.542,14.188,1.414,2.848,1.354,15.056,0.234
1870-11-01,5.6,0.529,12.574,1.401,0.629,1.203,14.079,0.229
1870-12-01,2.228,0.639,8.485,1.488,-3.1,2.065,13.176,0.243
1871-01-01,1.447,0.793,7.962,1.379,-2.937,1.432,13.089,0.287
1871-02-01,1.736,0.94,8.782,1.589,-3.061,1.217,13.299,0.326
1871-03-01,4.685,0.649,11.047,1.101,-1.75,1.955,14.223,0.251
1871-04-01,8.34,0.461,13.97,1.33,1.89,1.279,15.233,0.206
1871-05-01,10.788,0.451,16.627,1.129,4.525,0.846,15.77,0.205
1871-06-01,13.08,0.392,19.127,1.227,7.47,1.175,16.458,0.188
1871-07-01,14.29,0.382,19.837,1.035,7.927,0.816,16.858,0.193
1871-08-01,13.932,0.449,19.812,0.656,7.898,0.873,16.653,0.193
1871-09-01,11.711,0.516,17.394,0.875,5.037,0.923,16.02,0.219
1871-10-01,9.096,0.412,14.697,0.802,2.891,0.797,15.061,0.206
1871-11-01,5.113,0.825,10.639,1.017,-0.317,1.024,13.972,0.285
1871-12-01,3.163,0.573,7.912,1.294,-3.677,1.043,13.435,0.225
1872-01-01,1.652,0.996,8.228,1.236,-3.228,1.225,13.041,0.325
1872-02-01,2.35,0.856,8.953,1.257,-3.26,1.364,13.376,0.301
1872-03-01,4.922,0.611,11.159,0.994,-2.156,1.016,14.107,0.239
1872-04-01,7.846,0.538,14.041,1.085,1.464,0.891,14.969,0.217
1872-05-01,11.198,0.503,17.369,1.059,5.046,1.095,15.927,0.21
1872-06-01,13.055,0.434,19.299,0.757,7.564,0.746,16.361,0.193
1872-07-01,14.285,0.478,19.705,1.105,7.884,1.045,16.843,0.205
1872-08-01,13.821,0.485,19.415,0.776,7.451,1.097,16.822,0.2
1872-09-01,11.958,0.368,17.718,0.7,5.938,0.887,16.173,0.178
1872-10-01,9.24,0.394,15.715,0.881,3.025,1.467,15.181,0.187
1872-11-01,5.372,0.493,11.293,0.994,-0.061,1.233,14.101,0.209
1872-12-01,2.627,0.913,8.526,1.078,-3.418,1.325,13.331,0.302
1873-01-01,2.013,0.706,8.285,1.171,-3.44,1.753,13.353,0.251
1873-02-01,3.195,0.749,8.591,1.132,-3.719,1.52,13.707,0.269
1873-03-01,4.704,0.696,11.105,0.823,-1.761,1.047,14.151,0.253
1873-04-01,7.462,0.616,13.983,1.262,1.069,1.145,14.879,0.239
1873-05-01,11.006,0.42,16.765,0.726,4.202,0.753,15.821,0.204
1873-06-01,13.405,0.495,19.006,1.049,6.783,0.568,16.429,0.215
1873-07-01,14.287,0.407,19.974,0.769,8.024,0.755,16.805,0.194
1873-08-01,13.755,0.438,19.241,0.728,7.447,0.725,16.726,0.191
1873-09-01,11.487,0.436,16.979,0.874,5.298,0.741,15.965,0.189
1873-10-01,9.234,0.432,14.431,0.921,2.386,0.941,15.13,0.203
1873-11-01,5.819,0.545,10.914,0.838,-0.812,1.05,14.094,0.215
1873-12-01,3.846,0.666,8.848,1.157,-2.628,1.445,13.531,0.242
1874-01-01,2.685,0.825,7.383,1.233,-3.764,1.139,13.392,0.283
1874-02-01,3.069,0.724,7.962,1.324,-3.23,1.615,13.458,0.258
1874-03-01,4.221,0.592,8.948,1.244,-1.942,1.1,13.807,0.225
1874-04-01,8.231,0.39,13.237,1.12,1.005,0.793,14.91,0.186
1874-05-01,11.306,0.411,16.969,0.788,4.667,1.011,15.75,0.207
1874-06-01,13.306,0.467,19.062,0.891,6.857,0.796,16.211,0.205
1874-07-01,14.122,0.419,19.82,1.046,7.488,0.859,16.745,0.197
1874-08-01,13.815,0.382,19.618,0.739,7.229,0.689,16.645,0.182
1874-09-01,12.111,0.366,17.704,0.626,5.632,0.759,16.122,0.178
1874-10-01,9.12,0.475,15.841,0.889,3.025,1.047,15.005,0.195
1874-11-01,5.809,0.626,10.563,1.177,-0.549,1.004,14.013,0.23
1874-12-01,3.407,0.538,9.495,1.03,-1.678,1.431,13.426,0.214
1875-01-01,1.533,0.672,6.679,1.047,-4.717,1.524,13.027,0.246
1875-02-01,2.259,0.718,7.522,0.813,-4.365,1.173,13.35,0.257
1875-03-01,4.256,0.461,10.673,0.951,-2.207,1.097,13.974,0.2
1875-04-01,7.636,0.38,13.759,1.157,1.174,0.937,14.923,0.186
1875-05-01,10.746,0.376,17.509,1.105,4.163,0.664,15.792,0.183
1875-06-01,13.157,0.418,19.603,0.965,6.497,0.583,16.358,0.185
1875-07-01,14.144,0.397,20.534,0.727,7.873,0.614,16.683,0.175
1875-08-01,13.401,0.433,20.053,0.76,7.327,0.718,16.638,0.187
1875-09-01,11.319,0.394,17.713,0.726,5.173,0.741,16.059,0.186
1875-10-01,8.585,0.39,14.754,0.734,2.205,0.935,15.125,0.185
1875-11-01,4.614,0.366,10.56,0.821,-1.351,1.031,13.905,0.182
1875-12-01,2.665,0.413,8.742,1.13,-2.402,1.339,13.229,0.193
1876-01-01,1.856,0.503,7.327,1.027,-3.325,0.883,13.1,0.209
1876-02-01,2.617,0.505,8.895,1.215,-3.095,0.896,13.496,0.208
1876-03-01,4.748,0.515,10.247,0.823,-1.711,0.969,14.047,0.21
1876-04-01,8.199,0.412,14.188,0.824,1.814,0.805,14.95,0.193
1876-05-01,10.69,0.513,16.783,0.745,4.728,0.684,15.57,0.204
1876-06-01,13.131,0.28,18.888,0.769,6.77,0.977,16.29,0.154
1876-07-01,14.319,0.369,19.855,0.715,7.891,0.861,16.848,0.173
1876-08-01,13.481,0.407,19.665,0.63,7.55,0.709,16.579,0.186
1876-09-01,11.687,0.377,17.667,0.662,5.687,0.848,15.89,0.2
1876-10-01,8.946,0.327,14.4,0.677,2.766,1.037,15.047,0.175
1876-11-01,5.093,0.414,10.498,0.751,-0.653,0.796,13.903,0.187
1876-12-01,2.194,0.58,8.805,0.822,-2.806,0.985,13.193,0.221
1877-01-01,2.286,0.708,8.079,1.095,-3.162,1.132,13.306,0.249
1877-02-01,2.928,0.584,9.755,1.222,-2.357,0.872,13.732,0.232
1877-03-01,5.297,0.487,10.782,0.744,-1.478,0.893,14.459,0.204
1877-04-01,8.039,0.429,13.827,0.767,2.032,0.845,15.126,0.197
1877-05-01,11.056,0.4,16.802,0.598,5.022,0.696,15.854,0.185
1877-06-01,13.384,0.464,19.257,0.604,6.875,0.907,16.594,0.2
1877-07-01,14.642,0.402,20.733,0.62,8.18,0.729,17.004,0.183
1877-08-01,14.151,0.383,20.643,0.876,7.786,0.894,17.076,0.174
1877-09-01,12.075,0.418,17.931,0.53,5.967,0.692,16.437,0.187
1877-10-01,9.273,0.273,14.324,0.758,2.704,0.89,15.536,0.165
1877-11-01,6.348,0.479,11.54,1.008,0.789,0.757,14.564,0.195
1877-12-01,2.996,0.444,9.491,1.212,-0.575,0.845,13.704,0.19
1878-01-01,2.017,0.461,8.278,1.004,-3.083,1.011,13.538,0.191
1878-02-01,3.728,0.563,9.483,1.226,-1.714,1.063,14.177,0.214
1878-03-01,6.608,0.477,12.343,0.803,0.361,0.991,14.882,0.203
1878-04-01,8.899,0.431,15.041,0.717,2.963,0.946,15.573,0.185
1878-05-01,11.017,0.419,16.946,0.807,5.09,0.797,16.016,0.188
1878-06-01,13.796,0.38,19.356,0.398,7.461,0.829,16.711,0.185
1878-07-01,14.742,0.378,20.299,0.481,8.582,0.706,16.999,0.183
1878-08-01,14.094,0.465,20.308,0.573,8.074,0.516,16.905,0.184
1878-09-01,12.093,0.375,17.827,0.674,6.1,0.831,16.267,0.177
1878-10-01,9.173,0.306,15.255,0.605,3.506,0.893,15.307,0.165
1878-11-01,6.446,0.429,12.502,0.823,0.686,0.832,14.388,0.184
1878-12-01,3.344,0.415,9.268,0.988,-2.246,1.086,13.526,0.176
1879-01-01,2.303,0.658,8.558,0.886,-3.311,0.978,13.349,0.23
1879-02-01,2.737,0.672,8.69,0.862,-3.081,0.873,13.63,0.233
1879-03-01,4.924,0.461,10.686,0.891,-1.389,0.789,14.34,0.183
1879-04-01,7.768,0.458,14.201,0.835,1.986,0.736,14.987,0.182
1879-05-01,10.803,0.388,16.752,0.581,4.536,0.695,15.807,0.164
1879-06-01,13.23,0.459,19.022,0.703,7.018,0.527,16.501,0.176
1879-07-01,14.238,0.379,19.637,0.607,7.64,0.491,16.746,0.164
1879-08-01,13.245,0.426,19.125,0.473,7.29,0.587,16.635,0.171
1879-09-01,11.449,0.357,17.652,0.849,5.542,0.51,16.007,0.163
1879-10-01,9.229,0.331,14.744,0.746,2.747,0.761,15.25,0.156
1879-11-01,5.526,0.376,11.549,0.815,-0.5,0.691,14.203,0.168
1879-12-01,2.538,0.596,8.173,0.866,-3.531,1.151,13.318,0.211
1880-01-01,1.755,0.572,7.883,0.757,-3.37,0.864,13.129,0.204
1880-02-01,2.052,0.491,7.957,0.909,-3.767,0.796,13.407,0.187
1880-03-01,4.63,0.468,10.655,0.912,-1.814,0.796,14.273,0.186
1880-04-01,7.559,0.456,14.082,0.711,1.298,0.623,15.008,0.194
1880-05-01,11.096,0.389,16.917,0.749,4.877,0.772,15.85,0.172
1880-06-01,13.327,0.436,19.29,0.558,6.597,0.631,16.4,0.175
1880-07-01,14.141,0.396,20.037,0.554,7.852,0.691,16.687,0.167
1880-08-01,13.807,0.384,19.502,0.793,7.555,0.698,16.695,0.163
1880-09-01,11.386,0.289,17.558,0.59,5.84,0.636,15.918,0.148
1880-10-01,8.673,0.296,14.567,0.492,2.896,0.73,15.024,0.149
1880-11-01,5.893,0.386,10.826,0.596,-0.654,0.797,14.233,0.162
1880-12-01,3.106,0.416,7.687,0.733,-2.657,0.82,13.48,0.168
1881-01-01,2.461,0.634,7.344,0.724,-3.687,0.981,13.396,0.221
1881-02-01,2.626,0.595,8.594,0.692,-2.813,0.77,13.625,0.21
1881-03-01,5.01,0.52,10.926,0.613,-1.131,0.493,14.355,0.193
1881-04-01,8.323,0.362,14.297,0.787,2.291,0.879,15.267,0.157
1881-05-01,11.165,0.406,17.283,0.842,5.263,0.644,15.999,0.172
1881-06-01,12.745,0.357,18.946,0.717,6.801,0.534,16.329,0.164
1881-07-01,14.203,0.344,20.295,0.676,8.334,0.504,16.783,0.155
1881-08-01,13.71,0.376,19.879,0.559,8.047,0.788,16.665,0.154
1881-09-01,11.689,0.287,17.43,0.666,5.876,0.535,15.982,0.141
1881-10-01,8.851,0.315,14.232,0.518,2.936,0.449,15.115,0.148
1881-11-01,5.272,0.397,10.781,0.674,-0.203,0.552,14.019,0.157
1881-12-01,3.196,0.439,8.598,1.063,-2.597,0.537,13.511,0.169
1882-01-01,2.99,0.486,8.392,0.69,-3.022,0.914,13.632,0.18
1882-02-01,3.231,0.427,8.754,0.826,-3.067,1.06,13.843,0.172
1882-03-01,5.04,0.498,10.794,0.634,-1.411,0.718,14.339,0.185
1882-04-01,7.691,0.369,13.713,0.516,1.752,0.664,15.031,0.156
1882-05-01,10.888,0.337,16.83,0.577,4.887,0.546,15.816,0.151
1882-06-01,12.805,0.298,18.941,0.613,7.032,0.534,16.356,0.142
1882-07-01,13.747,0.334,19.773,0.639,7.965,0.488,16.634,0.148
1882-08-01,13.703,0.433,19.832,0.748,7.836,0.443,16.678,0.171
1882-09-01,11.736,0.287,17.769,0.493,5.891,0.458,16.108,0.141
1882-10-01,8.445,0.327,14.596,0.659,2.784,0.461,15.022,0.151
1882-11-01,5.066,0.359,11.404,0.892,-0.581,0.841,14.033,0.157
1882-12-01,2.205,0.404,8.573,0.744,-2.795,0.581,13.187,0.167
1883-01-01,1.46,0.53,7.064,0.622,-4.519,0.605,13.106,0.19
1883-02-01,1.856,0.498,7.54,0.934,-4.303,0.65,13.358,0.18
1883-03-01,4.929,0.421,10.123,0.625,-2.094,0.726,14.236,0.162
1883-04-01,7.691,0.424,13.967,0.528,1.468,0.7,14.916,0.166
1883-05-01,10.832,0.354,16.898,0.512,4.793,0.459,15.825,0.153
1883-06-01,13.302,0.294,20.049,0.703,7.303,0.398,16.512,0.139
1883-07-01,14.011,0.355,20.457,0.625,7.719,0.453,16.664,0.146
1883-08-01,13.224,0.34,19.591,0.65,7.464,0.365,16.538,0.136
1883-09-01,11.343,0.327,17.663,0.583,5.299,0.349,15.956,0.137
1883-10-01,8.909,0.249,14.621,0.569,2.671,0.601,15.054,0.123
1883-11-01,4.905,0.293,10.987,0.559,-0.436,0.647,13.943,0.135
1883-12-01,3.261,0.363,8.587,0.629,-2.803,0.76,13.451,0.147
1884-01-01,2.12,0.472,7.567,0.598,-4.118,0.947,13.279,0.17
1884-02-01,2.474,0.486,8.292,0.676,-3.841,0.497,13.6,0.176
1884-03-01,3.892,0.476,10.552,0.595,-2.444,0.75,13.914,0.174
1884-04-01,7.186,0.311,13.58,0.558,0.699,0.646,14.744,0.136
1884-05-01,10.198,0.353,16.466,0.56,3.989,0.453,15.558,0.14
1884-06-01,12.527,0.382,18.787,0.643,6.362,0.517,16.185,0.144
1884-07-01,13.622,0.375,19.569,0.544,7.468,0.494,16.434,0.143
